Ticker,Name,Last,MktCap,PeriodDateQ,SectorCode,IndCode
SVCTF,Senvest Capital Inc,231.99,606.04,N/A,N/A,N/A
SVNLY,Svenska Handelsbanken,5.31,20641.87,N/A,N/A,N/A
SVVC,Firsthand Technology Value Fund Inc,6.81,46.94,N/A,N/A,N/A
SWDBY,Swedbank AB,17.69,19812.66,N/A,N/A,N/A
SWKH,SWK Holdings Corp,14.11,180.36,N/A,N/A,N/A
SWRM,AppSwarm Inc,0.04,21.56,N/A,N/A,N/A
SYBT,Stock Yards Bancorp Inc,49.47,1122.57,N/A,N/A,N/A
SYF,Synchrony Financial,38.82,22671.25,N/A,N/A,N/A
SYTE,Enterprise Diversified Inc,7.5,19.52,N/A,N/A,N/A
TACI,TransAtlantic Capital Inc,0.98,124.07,N/A,N/A,N/A
TBBA,TEB Bancorp Inc,7.89,20.71,N/A,N/A,N/A
TBBK,Bancorp Inc (The),20.64,1187.84,N/A,N/A,N/A
TBK,Triumph Bancorp Inc,76.04,1890.98,N/A,N/A,N/A
TBNK,Territorial Bancorp Inc,24.9,236.9,N/A,N/A,N/A
TCBI,Texas Capital Bancshares Inc,76.97,3884.71,N/A,N/A,N/A
TCBK,TriCo Bancshares,42.79,1272.03,N/A,N/A,N/A
TCF,TCF Financial Corp,45.58,6953.94,N/A,N/A,N/A
TCFC,The Community Financial Corporation,29.79,175.87,N/A,N/A,N/A
TCNGF,Tricon Residential Inc,9.84,1896.62,N/A,N/A,N/A
TCPC,Blackrock TCP Capital Corp,12.45,719.2,N/A,N/A,N/A
TCPP,Trinity Capital Partners Inc,0.05,3.52,N/A,N/A,N/A
TD,Toronto-Dominion Bank (The),60.95,110660.82,N/A,N/A,N/A
TDCB,Third Century Bancorp,15.05,17.76,N/A,N/A,N/A
TDHOY,T&D Holdings Inc,6.98,8241.38,N/A,N/A,N/A
TETAA,Teton Advisors Inc,33,43,N/A,N/A,N/A
TFC,Truist Financial Corp,59.07,79683.13,N/A,N/A,N/A
TFSL,TFS Financial Corp,20.23,5675.83,N/A,N/A,N/A
TGH,Textainer Group Holdings Ltd,27.51,1389.14,N/A,N/A,N/A
TGLO,Theglobe.com Inc,0.15,66.22,N/A,N/A,N/A
TGRF,TGR Financial Inc,12,212,N/A,N/A,N/A
THBIY,Turkiye Halk Bankasi A.S.,1.6,1983.97,N/A,N/A,N/A
THFF,First Financial Corp/IN,42.97,582.61,N/A,N/A,N/A
THG,Hanover Insurance Group Inc (The),115.75,4213.3,N/A,N/A,N/A
THVB,Thomasville Bancshares,58.25,345.88,N/A,N/A,N/A
TIG,Trean Insurance Group Inc,17.09,874.13,N/A,N/A,N/A
TIGR,UP Fintech Holding Ltd,31.1,3684.77,N/A,N/A,N/A
TIPT,Tiptree Inc,5.22,175.2,N/A,N/A,N/A
TKGZY,Turkiye Garanti Bankasi AS,1.31,5489.4,N/A,N/A,N/A
TKOMY,Tokio Marine Holdings Inc,50.92,35480.43,N/A,N/A,N/A
TKYVY,Turkiye Vakiflar Bankasi T.A.O.,6.49,2533.19,N/A,N/A,N/A
TLDN,Telidyne Inc,1.52,8.92,N/A,N/A,N/A
TLFE,Elfato Inc,0.2,2.48,N/A,N/A,N/A
TLMD,SOC Telemed Inc,8.8,281.16,N/A,N/A,N/A
TMAK,Touchmark Bancshares Inc,9.74,43.6,N/A,N/A,N/A
TMP,Tompkins Financial Corp,78.29,1161.79,N/A,N/A,N/A
TMXXF,TMX Group Ltd,99.83,5620.54,N/A,N/A,N/A
TOWN,Townebank,28.5,2071.02,N/A,N/A,N/A
TPL,Texas Pacific Land Corp,1100.01,8531.85,N/A,N/A,N/A
TPRE,Third Point Reinsurance Ltd,10.31,982.7,N/A,N/A,N/A
TPVG,TriplePoint Venture Growth BDC Corp,14.41,444.23,N/A,N/A,N/A
TRCY,Tri City Bankshares Corp,18.64,165.99,N/A,N/A,N/A
TRICF,Trichome Financial Corp,1.87,47.09,N/A,N/A,N/A
TRIT,Triterras Inc,7.86,253.93,N/A,N/A,N/A
TRMK,Trustmark Corp,31.1,1972.5,N/A,N/A,N/A
TRMNF,New Wave Holdings Corp,0.13,12,N/A,N/A,N/A
TRMT,Tremont Mortgage Trust,5.49,45.58,N/A,N/A,N/A
TROW,T. Rowe Price Group Inc,161.97,36923.49,N/A,N/A,N/A
TRRSF,Trisura Group Ltd,98.92,1015.77,N/A,N/A,N/A
TRST,TrustCo Bank Corp NY,6.95,670.21,N/A,N/A,N/A
TRTN,Triton International Ltd,57.58,3872.28,N/A,N/A,N/A
TRTX,TPG RE Finance Trust Inc,11.24,862.76,N/A,N/A,N/A
TRUP,Trupanion Inc,105.42,4158.9,N/A,N/A,N/A
TRUX,Truxton Corp,51.63,147.84,N/A,N/A,N/A
TRV,Travelers Companies Inc (The),147.87,37322.39,N/A,N/A,N/A
TRVR,Two Rivers Financial Group Inc,35,80.95,N/A,N/A,N/A
TSBA,Touchstone Bankshares Inc,10.41,34.71,N/A,N/A,N/A
TSBK,Timberland Bancorp Inc,27.29,226.99,N/A,N/A,N/A
TSC,TriState Capital Holdings Inc,24.29,792.34,N/A,N/A,N/A
TSLX,Sixth Street Specialty Lending Inc,21.5,1455.21,N/A,N/A,N/A
TTCF,Tattooed Chef Inc,21.38,548.41,N/A,N/A,N/A
TURN,180 Degree Capital Corp,7.35,76.25,N/A,N/A,N/A
TW,Tradeweb Markets Inc,69.8,13116.73,N/A,N/A,N/A
TWCF,Town & Country Financial Corp,20,55.86,N/A,N/A,N/A
TWO,Two Harbors Investment Corp,7.18,1965.19,N/A,N/A,N/A
TYABY,Turkiye Is Bankasi AS,0.86,3856.47,N/A,N/A,N/A
TYBT,Trinity Bank NA,66,71.48,N/A,N/A,N/A
TYCB,Taylor Calvin B Bankshares,34.75,96.38,N/A,N/A,N/A
TYFG,Tri-County Financial Group Inc,36.88,108.22,N/A,N/A,N/A
UBAAF,Urbana Corp,2.28,130.57,N/A,N/A,N/A
UBAB,United Bancorporation of Alabama Inc,25.5,95.18,N/A,N/A,N/A
UBCP,United Bancorp Inc,14.41,85.98,N/A,N/A,N/A
UBFO,United Security Bancshares,7.37,125.36,N/A,N/A,N/A
UBNC,UB Bancorp,12.4,74.25,N/A,N/A,N/A
UBOH,United Bancshares Inc/OH,24.54,80.29,N/A,N/A,N/A
UBS,UBS Group AG,15.73,56438.36,N/A,N/A,N/A
UBSI,United Bankshares Inc,37.05,4786.43,N/A,N/A,N/A
UCBI,United Community Banks Inc,33.73,2923.56,N/A,N/A,N/A
UCIX,Umbra Companies Inc,5,527.88,N/A,N/A,N/A
UEPS,Net 1 Ueps Technologies Inc,5.45,308.55,N/A,N/A,N/A
UFCS,United Fire Group Inc,29.77,745.18,N/A,N/A,N/A
UFGSY,Unipol Gruppo SPA -ADR,2.59,3717.95,N/A,N/A,N/A
UIHC,United Insurance Holdings Corp,5.68,244.7,N/A,N/A,N/A
UK,Ucommune Group Holdings Ltd,3.69,317.82,N/A,N/A,N/A
UMAX,Umax Group Corp,0.31,176.52,N/A,N/A,N/A
UMBF,UMB Financial Corp,82.43,3957.17,N/A,N/A,N/A
UMPQ,Umpqua Holdings Corp,17.31,3811.01,N/A,N/A,N/A
UNAM,Unico American Corp,5.21,27.64,N/A,N/A,N/A
UNB,Union Bankshares Inc,27.28,122.09,N/A,N/A,N/A
UNCRY,Unicredit SPA,5.06,22623.2,N/A,N/A,N/A
UNIB,University Bancorp Inc,13.99,59.54,N/A,N/A,N/A
UNIF,U & I Financial Corp,9.1,50.79,N/A,N/A,N/A
UNM,Unum Group,26.55,5407.97,N/A,N/A,N/A
UNTN,United Tennessee Bankshares Inc,24,19.85,N/A,N/A,N/A
UNTY,Unity Bancorp Inc,19.5,203.89,N/A,N/A,N/A
UOLI,Uonlive Corp,0.55,358.65,N/A,N/A,N/A
UOVEY,United Overseas Bank Ltd,35.81,29893.83,N/A,N/A,N/A
URPTF,Uranium Participation Corp,4.11,557.14,N/A,N/A,N/A
USAT,USA Technologies Inc,10.56,689.42,N/A,N/A,N/A
USB,U.S. Bancorp,50.94,76766.58,N/A,N/A,N/A
USIO,Usio Inc,7.72,190.42,N/A,N/A,N/A
UTGN,UTG Inc,27,85.77,N/A,N/A,N/A
UVE,Universal Insurance Holdings,13.92,436.17,N/A,N/A,N/A
UVSP,Univest Financial Corp,25.26,739.99,N/A,N/A,N/A
UWHR,Uwharrie Capital Corp,5.4,38.34,N/A,N/A,N/A
UWMC,UWM Holdings Corp,8.01,425.53,N/A,N/A,N/A
V,Visa Inc,208.32,445301.92,N/A,N/A,N/A
VABK,Virginia National Bankshares Corp,29.75,80.75,N/A,N/A,N/A
VBFC,Village Bank and Trust Financial Corp,37.95,55.65,N/A,N/A,N/A
VBTX,Veritex Holdings Inc,29.11,1436.29,N/A,N/A,N/A
VCTR,Victory Capital Holdings Inc,24.79,1674.36,N/A,N/A,N/A
VEL,Velocity Financial Inc,7.1,142.62,N/A,N/A,N/A
VERY,Vericity Inc,10.38,154.4,N/A,N/A,N/A
VINC,Vincerx Inc,19.03,156.14,N/A,N/A,N/A
VINP,Vinci Partners Investments Ltd,17.51,1096.07,N/A,N/A,N/A
VIRT,Virtu Financial Inc,26.97,3314.09,N/A,N/A,N/A
VKIND,Viking Energy Group,1.5,37.54,N/A,N/A,N/A
VLEOF,Voleo Trading Systems Inc,0.23,2.69,N/A,N/A,N/A
VLLX,Valley Republic Bancorp,25.5,94.66,N/A,N/A,N/A
VLY,Valley National Bancorp,12.34,4983.62,N/A,N/A,N/A
VNNYF,Vinergy Cannabis Capital Inc,0.11,8.28,N/A,N/A,N/A
VNOM,Viper Energy Partners LP,16.54,1122.25,N/A,N/A,N/A
VNRFY,Vienna Insurance Group,5.4,3456.64,N/A,N/A,N/A
VOC,VOC Energy Trust,3,51,N/A,N/A,N/A
VOXCF,Vox Royalty Corp,2.44,79.32,N/A,N/A,N/A
VOYA,Voya Financial Inc,59.26,7348.24,N/A,N/A,N/A
VREOF,Vireo Health International Inc,3.35,331.22,N/A,N/A,N/A
VRRKF,VersaBank,10.04,212.11,N/A,N/A,N/A
VRTA,Vestin Realty Mortgage I Inc,3,2.81,N/A,N/A,N/A
VRTB,Vestin Realty Mortgage II Inc,902,1.22,N/A,N/A,N/A
VRTS,Virtus Investment Partners Inc,243.24,1851.82,N/A,N/A,N/A
VYGVF,Voyager Digital Ltd,15.25,1727.28,N/A,N/A,N/A
WABC,Westamerica Bancorporation,61.86,1658.28,N/A,N/A,N/A
WAFD,Washington Federal Inc.,30.55,2317.74,N/A,N/A,N/A
WAL,Western Alliance Bancorporation,92.18,9291.74,N/A,N/A,N/A
WASH,Washington Trust Bancorp Inc,48.09,830.27,N/A,N/A,N/A
WAYN,Wayne Savings Bancshares Inc,21,52.14,N/A,N/A,N/A
WBBW,Westbury Bancorp Inc,26.8,71.34,N/A,N/A,N/A
WBHC,Wilson Bank Holding Co,25,274.6,N/A,N/A,N/A
WBK,Westpac Banking Corp,18.7,67452.71,N/A,N/A,N/A
WBS,Webster Financial Corp,54.4,4906.83,N/A,N/A,N/A
WCAGY,Wirecard AG,0.27,66.68,N/A,N/A,N/A
WCCP,Wealthcraft Capital Inc,0.2,15.13,N/A,N/A,N/A
WD,Walker & Dunlop Inc,105.92,3243.16,N/A,N/A,N/A
WDFN,Woodlands Financial Services Co,33,49.06,N/A,N/A,N/A
WDR,Waddell & Reed Financial Inc.,25.17,1570.56,N/A,N/A,N/A
WEDXF,Westaim Corp (The),2.18,312.53,N/A,N/A,N/A
WEI,Weidai Ltd,2.11,74.67,N/A,N/A,N/A
WETF,Wisdomtree Investments Inc,5.65,840.25,N/A,N/A,N/A
WEX,WEX Inc,226.82,10007.75,N/A,N/A,N/A
WF,Woori Financial Group Inc,26,6259.65,N/A,N/A,N/A
WFC,Wells Fargo & Co,37.26,154405.87,N/A,N/A,N/A
WHF,WhiteHorse Finance Inc,14.26,292.99,N/A,N/A,N/A
WHG,Westwood Holdings Group Inc.,17.01,141.64,N/A,N/A,N/A
WHZT,Whiting USA Trust II,0.15,2.76,N/A,N/A,N/A
WINSF,Wins Finance Holdings Inc,4.59,91.05,N/A,N/A,N/A
WLFC,Willis Lease Finance Corp,34.4,225.63,N/A,N/A,N/A
WLTW,Willis Towers Watson plc,224.9,29004.13,N/A,N/A,N/A
WMC,Western Asset Mortgage Capital Corp,3.14,190.95,N/A,N/A,N/A
WMPN,William Penn Bancorp Inc,36.65,158.01,N/A,N/A,N/A
WNDLF,Wendel,118.25,5177.5,N/A,N/A,N/A
WNEB,Western New England Bancorp Inc,8.01,202.46,N/A,N/A,N/A
WRB,Berkley (W.R.) Corp,68.19,12125.9,N/A,N/A,N/A
WRLD,World Acceptance Corp,124.23,840.51,N/A,N/A,N/A
WSBC,WesBanco Inc,32,2153.74,N/A,N/A,N/A
WSBF,Waterstone Financial Inc,19.97,501.01,N/A,N/A,N/A
WSC,WillScot Mobile Mini Holdings Corp,26.65,6075.69,N/A,N/A,N/A
WSFS,WSFS Financial Corp,46.91,2240.23,N/A,N/A,N/A
WTBA,West Bancorporation Inc,22.52,370.89,N/A,N/A,N/A
WTBFA,W T B Financial Corp,1020,2599.04,N/A,N/A,N/A
WTFC,Wintrust Financial Corp.,71.34,4049.94,N/A,N/A,N/A
WTKN,Welltek Inc,0.01,4.19,N/A,N/A,N/A
WTM,White Mountains Insurance Group Ltd,1267.52,3931.85,N/A,N/A,N/A
WTRE,Watford Holdings Ltd,34.63,688.69,N/A,N/A,N/A
WU,Western Union Co,23.9,9827.68,N/A,N/A,N/A
WVFC,WVS Financial Corp.,15.27,26.6,N/A,N/A,N/A
XAUMF,GoldMoney Inc,2.58,194.88,N/A,N/A,N/A
XP,XP Inc,46.06,25415.93,N/A,N/A,N/A
XYF,X Financial,4.83,538.71,N/A,N/A,N/A
Y,Alleghany Corp,620,8791.98,N/A,N/A,N/A
YRD,Yiren Digital Ltd,5.75,533.59,N/A,N/A,N/A
ZION,Zions Bancorporation NA,53.36,8755.84,N/A,N/A,N/A
ZMDTF,Zoomd Technologies Ltd,0.69,64.38,N/A,N/A,N/A
ZURVY,Zurich Insurance Group AG,41.81,62083.23,N/A,N/A,N/A
